time_stamp,agent_id,agent_signature,target_id,target_signature,target_type,target_x,target_y,target_radius
152,1,5578233463413422,4,9926848519068078,moving,104,274,8
158,1,5578233463413422,4,9926848519068078,moving,96,275,8
164,1,5578233463413422,4,9926848519068078,moving,92,275,8
170,1,5578233463413422,4,9926848519068078,moving,85,276,8
10,1,5578233463413422,2,6145312434044823,set_fix,105,225,17
16,1,5578233463413422,2,6145312434044823,set_fix,105,225,17
22,1,5578233463413422,2,6145312434044823,unknown,105,225,17
27,1,5578233463413422,2,6145312434044823,unknown,105,225,17
34,1,5578233463413422,2,6145312434044823,unknown,105,225,17
39,1,5578233463413422,2,6145312434044823,unknown,105,225,17
46,1,5578233463413422,2,6145312434044823,unknown,105,225,17
51,1,5578233463413422,2,6145312434044823,fix,105,225,17
57,1,5578233463413422,2,6145312434044823,fix,105,225,17
63,1,5578233463413422,2,6145312434044823,fix,105,225,17
69,1,5578233463413422,2,6145312434044823,fix,105,225,17
75,1,5578233463413422,2,6145312434044823,fix,105,225,17
81,1,5578233463413422,2,6145312434044823,fix,105,225,17
87,1,5578233463413422,2,6145312434044823,fix,105,225,17
93,1,5578233463413422,2,6145312434044823,fix,105,225,17
99,1,5578233463413422,2,6145312434044823,fix,105,225,17
105,1,5578233463413422,2,6145312434044823,fix,105,225,17
111,1,5578233463413422,2,6145312434044823,fix,105,225,17
117,1,5578233463413422,2,6145312434044823,fix,105,225,17
122,1,5578233463413422,2,6145312434044823,fix,105,225,17
129,1,5578233463413422,2,6145312434044823,fix,105,225,17
134,1,5578233463413422,2,6145312434044823,fix,105,225,17
140,1,5578233463413422,2,6145312434044823,fix,105,225,17
146,1,5578233463413422,2,6145312434044823,fix,105,225,17
152,1,5578233463413422,2,6145312434044823,fix,105,225,17
158,1,5578233463413422,2,6145312434044823,fix,105,225,17
164,1,5578233463413422,2,6145312434044823,fix,105,225,17
170,1,5578233463413422,2,6145312434044823,fix,105,225,17
176,1,5578233463413422,2,6145312434044823,fix,105,225,17
182,1,5578233463413422,2,6145312434044823,fix,105,225,17
188,1,5578233463413422,2,6145312434044823,fix,105,225,17
194,1,5578233463413422,2,6145312434044823,fix,105,225,17
200,1,5578233463413422,2,6145312434044823,fix,105,225,17
204,1,5578233463413422,2,6145312434044823,fix,105,225,17
10,1,5578233463413422,3,8885763233324365,unknown,35,155,10
16,1,5578233463413422,3,8885763233324365,unknown,35,162,10
22,1,5578233463413422,3,8885763233324365,unknown,34,164,10
27,1,5578233463413422,3,8885763233324365,unknown,35,166,10
34,1,5578233463413422,3,8885763233324365,unknown,34,165,10
39,1,5578233463413422,3,8885763233324365,unknown,34,164,10
46,1,5578233463413422,3,8885763233324365,unknown,34,165,10
51,1,5578233463413422,3,8885763233324365,fix,34,166,10
57,1,5578233463413422,3,8885763233324365,fix,33,166,10
63,1,5578233463413422,3,8885763233324365,fix,37,165,10
69,1,5578233463413422,3,8885763233324365,fix,33,165,10
75,1,5578233463413422,3,8885763233324365,fix,34,163,10
81,1,5578233463413422,3,8885763233324365,fix,36,164,10
87,1,5578233463413422,3,8885763233324365,fix,35,166,10
93,1,5578233463413422,3,8885763233324365,fix,34,163,10
99,1,5578233463413422,3,8885763233324365,fix,37,162,10
105,1,5578233463413422,3,8885763233324365,fix,40,166,10
111,1,5578233463413422,3,8885763233324365,fix,36,165,10
117,1,5578233463413422,3,8885763233324365,fix,33,165,10
122,1,5578233463413422,3,8885763233324365,fix,35,166,10
129,1,5578233463413422,3,8885763233324365,fix,35,164,10
134,1,5578233463413422,3,8885763233324365,fix,36,167,10
140,1,5578233463413422,3,8885763233324365,fix,37,165,10
146,1,5578233463413422,3,8885763233324365,fix,35,165,10
152,1,5578233463413422,3,8885763233324365,fix,34,168,10
158,1,5578233463413422,3,8885763233324365,fix,35,165,10
164,1,5578233463413422,3,8885763233324365,fix,32,165,10
170,1,5578233463413422,3,8885763233324365,fix,35,165,10
176,1,5578233463413422,3,8885763233324365,fix,35,161,10
182,1,5578233463413422,3,8885763233324365,fix,35,163,10
189,1,5578233463413422,3,8885763233324365,fix,36,163,10
194,1,5578233463413422,3,8885763233324365,fix,36,165,10
200,1,5578233463413422,3,8885763233324365,fix,36,163,10
204,1,5578233463413422,3,8885763233324365,fix,34,165,10
117,1,5578233463413422,0,3911567026615115,unknown,57,142,7
122,1,5578233463413422,0,3911567026615115,unknown,57,147,7
129,1,5578233463413422,0,3911567026615115,unknown,64,156,7
134,1,5578233463413422,0,3911567026615115,unknown,67,158,7
140,1,5578233463413422,0,3911567026615115,unknown,75,167,7
170,1,5578233463413422,0,3911567026615115,unknown,107,194,7
176,1,5578233463413422,0,3911567026615115,unknown,111,200,7
182,1,5578233463413422,0,3911567026615115,moving,118,205,7
188,1,5578233463413422,0,3911567026615115,moving,119,209,7
194,1,5578233463413422,0,3911567026615115,moving,127,205,7
200,1,5578233463413422,0,3911567026615115,moving,133,206,7
204,1,5578233463413422,0,3911567026615115,moving,139,201,7
